Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
65,GU Law Sec,463.725,split,468.725,DTCS,88.5,88.5,132,NN,132,Tone->Tone,NFM,5,,50W,Law Center - Security,,,,
66,GallU PD,461.8875,split,466.8875,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Police,,,,
67,Metrorail 1,160.26,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 1 Ops-1 (Operations Control Net - Red Line),,,,
68,Metrorail 2,160.38,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 2 Ops-2 (Operations Control Net - Blue/Orange Lines),,,,
69,Metrorail 3,160.62,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 3 Ops-3 (Operations Control Net - Blue/Yellow/Green Lines),,,,
70,Metrorail 4,161.025,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 4 Maintenance/Paging,,,,
71,Metrorail 5,161.235,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 5 Yards,,,,
72,Metrorail 6,160.605,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 6 Yards,,,,
73,Metrorail 7,161.415,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Metrorail Ch. 7 Ops-7 Start-Up (Yard Control Net),,,,
74,K3VOA,448.575,split,443.575,TSQL,77,77,23,NN,23,Tone->Tone,FM,5,,50W,K3VOA,,,,
75,KC3VO,448.875,split,443.875,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,KC3VO,,,,
76,GMRS Anacostia,462.7,split,467.7,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,50W,Anacostia,,,,
77,JudicayPlaza,418.575,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,Judiciary Plaza [Expired 11/04],,,,
78,QuickMessage,452.825,split,457.825,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,5,,50W,Quick Messenger Service,,,,
79,QuickCourier,461.35,split,466.35,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,5,,50W,Quick Messenger Service,,,,
80,Yellow Cab B,452.25,split,457.25,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Yellow Cab (base simulcast on 452.3 MHz),,,,
81,Yellow Cab A,452.3,split,457.3,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Yellow Cab (base simulcast on 452.25 MHz),,,,
82,Cabs Inc. B,452.1,split,457.1,TSQL,100,100,23,NN,23,Tone->Tone,NFM,5,,50W,"Cabs, Inc. (Wheelchair Vans/MetroAccess)",,,,
83,Cabs Inc A,463.85,split,468.85,TSQL,100,100,23,NN,23,Tone->Tone,NFM,5,,50W,"Cabs, Inc.",,,,
84,DCX Cab A,452.275,split,457.275,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,DCX Cab (simulcast with 452.15),,,,
85,DCX Cab B,452.15,,0.6,TSQL,167.9,167.9,23,NN,23,Tone->Tone,NFM,5,,50W,DCX Cab (simulcast with 452.275),,,,
86,Diamond Cab,463.9125,split,468.9125,DTCS,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Diamond Cab,,,,
87,NCA REACT,462.675,split,467.675,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,5,,50W,National Capital Area REACT,,,,
88,MonumntlConcrete,452.725,split,457.725,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Monumental Concrete,,,,
89,Chaney Enterpris,935.95,split,896.95,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Chaney Enterprises,,,,
90,Sidwell Friends,462.2,split,467.2,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Sidwell Friends School,,,,
91,FShakspr Library,461.8,split,466.8,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Folger Shakespeare Library,,,,
92,Harbour Square,153.02,split,159.495,DTCS,88.5,88.5,265,NN,265,Tone->Tone,FM,5,,50W,Harbour Square,,,,
93,Yards Sec,461.6375,split,466.6375,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,The Yards - Security,,,,
94,Yards Mnt,461.6375,split,466.6375,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,The Yards - Maintenance,,,,
95,World Bank Sec,451.6,split,456.6,,88.5,88.5,23,NN,23,Tone->Tone,P25,5,,50W,World Bank - Security,,,,
96,WMAL 630 AM,161.7,,0.6,TSQL,192.8,192.8,23,NN,23,Tone->Tone,FM,5,,50W,"WMAL 630 AM Traffic Reports (7 Victor Whiskey aircraft, operated by Metro Networks)",,,,
97,WTOP 820 AM,455.65,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,"WTOP 820 AM/103.5 FM Traffic (Chopper 2 helicopter, operated by Metro Networks)",,,,
98,WRC News,153.05,,0.6,DTCS,88.5,88.5,331,NN,331,Tone->Tone,FM,5,,50W,WRC (NBC 4) News Desk (Chopper 4),,,,
99,WTTG News,161.73,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,WTTG (Fox 5) News Desk (SkyFox),,,,
100,WJLA 1 News,450.1125,split,455.1125,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,WJLA (ABC 7) News Desk,,,,
101,WJLA 2 Eng,450.2625,split,455.2625,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,WJLA (ABC 7) Engineering,,,,
102,WUSA 4 News,450.1875,split,455.1875,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,WUSA (CBS 9) News Desk (Shared with CNN),,,,
